xField[m],yField[m]
0.000000,72.000000
0.000000,0.000000
118.000000,0.000000
118.000000,72.000000
time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20181031T183824900,37.518178,49.360816,46.371323,6.228366,7.098480,1.033069e+02,NaN,NaN
20181031T183825000,37.328136,49.219889,46.371321,6.228366,7.613640,1.033069e+02,NaN,NaN
20181031T183825100,37.086665,49.130394,46.371318,6.228366,8.105040,1.033069e+02,NaN,NaN
20181031T183825200,36.855746,49.020367,46.371316,6.228366,8.481600,1.031013e+02,NaN,NaN
20181031T183825300,36.601535,48.907022,46.371313,6.228366,8.856360,1.031013e+02,NaN,NaN
20181031T183825400,36.336772,48.814208,46.371311,6.228365,9.111600,1.031013e+02,NaN,NaN
20181031T183825500,36.177915,48.758519,46.371310,6.228365,9.233640,1.031013e+02,NaN,NaN
20181031T183825600,35.920851,48.626405,46.371307,6.228365,9.315360,1.031013e+02,NaN,NaN
20181031T183825700,35.700484,48.495847,46.371305,6.228365,9.391320,1.031013e+02,NaN,NaN
20181031T183825800,35.473082,48.378977,46.371302,6.228365,9.381240,1.031013e+02,NaN,NaN
20181031T183825900,35.191397,48.294769,46.371300,6.228365,9.426600,1.031013e+02,NaN,NaN
20181031T183826000,34.844021,48.168148,46.371296,6.228364,9.655920,1.028763e+02,NaN,NaN
20181031T183826100,34.544751,48.118159,46.371294,6.228363,9.837360,1.028763e+02,NaN,NaN
20181031T183826200,34.257362,47.996413,46.371291,6.228362,10.024920,1.028763e+02,NaN,NaN
20181031T183826300,33.943828,47.852580,46.371288,6.228362,10.289520,1.028763e+02,NaN,NaN
20181031T183826400,33.661286,47.672765,46.371285,6.228363,10.477800,1.028763e+02,NaN,NaN
20181031T183826500,33.338531,47.498238,46.371282,6.228363,10.841760,1.028763e+02,NaN,NaN
20181031T183826600,33.097724,47.383130,46.371279,6.228363,11.111400,1.028763e+02,NaN,NaN
20181031T183826700,32.774304,47.234215,46.371276,6.228362,11.401200,1.028763e+02,NaN,NaN
20181031T183826800,32.508877,47.167014,46.371274,6.228362,11.530800,1.026375e+02,NaN,NaN
20181031T183826900,32.294214,47.073994,46.371271,6.228361,11.523240,1.026375e+02,NaN,NaN
20181031T183827000,32.109878,46.970605,46.371270,6.228362,11.355120,1.026375e+02,NaN,NaN
20181031T183827100,31.810414,46.799396,46.371266,6.228362,11.251080,1.026375e+02,NaN,NaN
20181031T183827200,31.496880,46.655563,46.371263,6.228362,11.136240,1.026375e+02,NaN,NaN
20181031T183827300,31.296287,46.535168,46.371261,6.228362,10.936800,1.026375e+02,NaN,NaN
20181031T183827400,31.018785,46.418503,46.371259,6.228361,10.840320,1.026375e+02,NaN,NaN
20181031T183827500,30.732060,46.271145,46.371256,6.228361,10.675080,1.026375e+02,NaN,NaN
20181031T183827600,30.423568,46.190462,46.371253,6.228360,10.543680,1.026375e+02,NaN,NaN
20181031T183827700,30.228679,46.107605,46.371251,6.228360,10.364400,1.023860e+02,NaN,NaN
20181031T183827800,29.969428,45.931109,46.371248,6.228361,10.316880,1.023860e+02,NaN,NaN
20181031T183827900,29.759612,45.780020,46.371246,6.228361,10.235880,1.023860e+02,NaN,NaN
20181031T183828000,29.455966,45.641268,46.371243,6.228361,10.236240,1.023860e+02,NaN,NaN
20181031T183828100,29.218206,45.666148,46.371241,6.228359,10.149480,1.023860e+02,NaN,NaN
20181031T183828200,29.034062,45.683979,46.371240,6.228358,10.034280,1.023860e+02,NaN,NaN
20181031T183828300,28.783562,45.685009,46.371238,6.228357,9.974520,1.023860e+02,NaN,NaN
20181031T183828400,28.495702,45.710096,46.371235,6.228355,9.852120,1.023860e+02,NaN,NaN
20181031T183828500,28.272010,45.707601,46.371234,6.228353,9.626400,1.021118e+02,NaN,NaN
20181031T183828600,28.045466,45.686338,46.371232,6.228352,9.338040,1.021118e+02,NaN,NaN
20181031T183828700,27.923498,45.753426,46.371231,6.228351,8.984520,1.021118e+02,NaN,NaN
20181031T183828800,27.896689,45.756950,46.371231,6.228351,8.335440,1.021118e+02,NaN,NaN
20181031T183828900,27.845066,45.687162,46.371230,6.228351,7.635240,1.021118e+02,NaN,NaN
20181031T183829000,27.751236,45.699500,46.371229,6.228350,6.886440,1.021118e+02,NaN,NaN
20181031T183829100,27.685544,45.657087,46.371229,6.228350,6.082200,1.021118e+02,NaN,NaN
20181031T183829200,27.676987,45.600780,46.371229,6.228351,5.237280,1.021118e+02,NaN,NaN
20181031T183829300,27.628216,45.549761,46.371228,6.228351,4.375440,1.018426e+02,NaN,NaN
20181031T183829400,27.633728,45.466079,46.371228,6.228352,3.606120,1.018426e+02,NaN,NaN
20181031T183829500,27.690669,45.330966,46.371227,6.228354,3.107880,1.018426e+02,NaN,NaN
20181031T183829600,27.819007,45.275803,46.371228,6.228356,2.763720,1.018426e+02,NaN,NaN
20181031T183829700,27.949340,45.143803,46.371229,6.228358,2.637000,1.018426e+02,NaN,NaN
20181031T183829800,28.086042,45.023727,46.371229,6.228360,2.850120,1.018426e+02,NaN,NaN
20181031T183829900,28.214187,44.847345,46.371230,6.228363,3.243240,1.018426e+02,NaN,NaN
20181031T183830000,28.364293,44.725508,46.371230,6.228365,3.713760,1.018426e+02,NaN,NaN
20181031T183830100,28.552619,44.675220,46.371232,6.228367,4.314600,1.018426e+02,NaN,NaN
20181031T183830200,28.763377,44.532645,46.371233,6.228370,5.056920,1.015505e+02,NaN,NaN
20181031T183830300,28.884487,44.369951,46.371233,6.228372,5.716800,1.015505e+02,NaN,NaN
20181031T183830400,29.018337,44.231107,46.371234,6.228375,6.257160,1.015505e+02,NaN,NaN
20181031T183830500,29.224055,44.025381,46.371234,6.228378,6.748560,1.015505e+02,NaN,NaN
20181031T183830600,29.423597,43.928950,46.371236,6.228381,7.116480,1.015505e+02,NaN,NaN
20181031T183830700,29.651277,43.777769,46.371237,6.228384,7.523280,1.015505e+02,NaN,NaN
20181031T183830800,29.911942,43.513768,46.371238,6.228388,8.031240,1.015505e+02,NaN,NaN
20181031T183830900,30.129736,43.357505,46.371239,6.228391,8.366040,1.015505e+02,NaN,NaN
20181031T183831000,30.417403,43.211199,46.371241,6.228395,8.783640,1.012486e+02,NaN,NaN
20181031T183831100,30.720662,43.107512,46.371243,6.228398,9.143640,1.012486e+02,NaN,NaN
20181031T183831200,30.920204,43.011081,46.371244,6.228400,9.252360,1.012486e+02,NaN,NaN
20181031T183831300,31.168516,42.965669,46.371246,6.228402,9.427680,1.012486e+02,NaN,NaN
20181031T183831400,31.535944,42.834401,46.371248,6.228406,9.900000,1.012486e+02,NaN,NaN
20181031T183831500,31.838539,42.756327,46.371250,6.228409,10.176840,1.012486e+02,NaN,NaN
20181031T183831600,32.071259,42.668296,46.371252,6.228411,10.348920,1.012486e+02,NaN,NaN
20181031T183831700,32.430988,42.576328,46.371254,6.228414,10.552320,1.012486e+02,NaN,NaN
20181031T183831800,32.799275,42.540667,46.371257,6.228417,10.677960,1.009578e+02,NaN,NaN
20181031T183831900,33.082288,42.573650,46.371259,6.228418,10.768680,1.009578e+02,NaN,NaN
20181031T183832000,33.352563,42.582782,46.371262,6.228420,10.635840,1.009578e+02,NaN,NaN
20181031T183832100,33.706115,42.600109,46.371264,6.228422,10.741320,1.009578e+02,NaN,NaN
20181031T183832200,34.093511,42.600223,46.371268,6.228424,11.103480,1.009578e+02,NaN,NaN
20181031T183832300,34.387076,42.612675,46.371270,6.228425,11.277360,1.009578e+02,NaN,NaN
20181031T183832400,34.703933,42.628445,46.371272,6.228427,11.231640,1.009578e+02,NaN,NaN
20181031T183832500,35.050451,42.659460,46.371275,6.228429,11.367360,1.009578e+02,NaN,NaN
20181031T183832600,35.407714,42.791162,46.371279,6.228429,11.648520,1.009578e+02,NaN,NaN
20181031T183832700,35.675994,42.877133,46.371281,6.228430,11.582640,1.006838e+02,NaN,NaN
20181031T183832800,36.005591,42.916753,46.371284,6.228432,11.525400,1.006838e+02,NaN,NaN
20181031T183832900,36.362660,42.927236,46.371287,6.228434,11.731680,1.006838e+02,NaN,NaN
20181031T183833000,36.645009,42.985832,46.371289,6.228435,11.814840,1.006838e+02,NaN,NaN
20181031T183833100,36.963196,42.950377,46.371292,6.228437,11.680200,1.006838e+02,NaN,NaN
20181031T183833200,37.326635,42.972785,46.371295,6.228439,11.635560,1.006838e+02,NaN,NaN
20181031T183833300,37.689410,43.020806,46.371298,6.228440,11.762640,1.006838e+02,NaN,NaN
20181031T183833400,38.062072,43.073908,46.371301,6.228442,11.872440,1.006838e+02,NaN,NaN
20181031T183833500,38.323595,42.905515,46.371303,6.228445,11.830320,1.004666e+02,NaN,NaN
20181031T183833600,38.607080,42.791666,46.371304,6.228448,11.665080,1.004666e+02,NaN,NaN
20181031T183833700,38.812799,42.585940,46.371305,6.228452,11.700720,1.004666e+02,NaN,NaN
20181031T183833800,39.062247,42.368084,46.371306,6.228456,11.722320,1.004666e+02,NaN,NaN
20181031T183833900,39.310366,42.201453,46.371308,6.228459,11.570760,1.004666e+02,NaN,NaN
20181031T183834000,39.549263,42.004129,46.371309,6.228463,11.549520,1.004666e+02,NaN,NaN
20181031T183834100,39.568650,41.771852,46.371308,6.228466,11.559960,1.004666e+02,NaN,NaN
20181031T183834200,39.681203,41.552852,46.371308,6.228469,11.304360,1.004666e+02,NaN,NaN
20181031T183834300,39.717705,41.433189,46.371308,6.228471,11.020320,1.003212e+02,NaN,NaN
20181031T183834400,39.845850,41.256807,46.371308,6.228474,10.683000,1.003212e+02,NaN,NaN
20181031T183834500,39.970478,41.087269,46.371308,6.228476,10.267200,1.003212e+02,NaN,NaN
20181031T183834600,40.064780,40.928100,46.371308,6.228479,9.789840,1.003212e+02,NaN,NaN
20181031T183834700,40.136455,40.740000,46.371308,6.228481,9.335520,1.003212e+02,NaN,NaN
20181031T183834800,40.061347,40.545673,46.371307,6.228483,8.894160,1.003212e+02,NaN,NaN
20181031T183834900,40.039192,40.369909,46.371306,6.228485,8.536680,1.003212e+02,NaN,NaN
20181031T183835000,40.023407,40.206071,46.371305,6.228487,8.229960,1.003212e+02,NaN,NaN
20181031T183835100,40.028060,40.026782,46.371304,6.228489,7.849800,1.003212e+02,NaN,NaN
20181031T183835200,40.032714,39.847494,46.371304,6.228491,7.483320,1.002329e+02,NaN,NaN
20181031T183835300,39.983085,39.700868,46.371303,6.228492,7.226280,1.002329e+02,NaN,NaN
20181031T183835400,39.948191,39.501254,46.371302,6.228494,7.075080,1.002329e+02,NaN,NaN
20181031T183835500,39.933070,39.311803,46.371301,6.228497,7.035480,1.002329e+02,NaN,NaN
20181031T183835600,39.843229,39.170464,46.371299,6.228498,7.157520,1.002329e+02,NaN,NaN
20181031T183835700,39.776014,39.058057,46.371298,6.228499,7.123320,1.002329e+02,NaN,NaN
20181031T183835800,39.673433,38.892868,46.371297,6.228500,7.081920,1.002329e+02,NaN,NaN
20181031T183835900,39.496131,38.775791,46.371295,6.228500,7.053120,1.002329e+02,NaN,NaN
20181031T183836000,39.392221,38.661827,46.371294,6.228501,6.953760,1.001654e+02,NaN,NaN
20181031T183836100,39.272718,38.505244,46.371292,6.228502,6.958440,1.001654e+02,NaN,NaN
20181031T183836200,39.125742,38.377799,46.371290,6.228503,7.062480,1.001654e+02,NaN,NaN
20181031T183836300,39.007098,38.316823,46.371289,6.228503,6.979320,1.001654e+02,NaN,NaN
20181031T183836400,38.891306,38.274616,46.371288,6.228502,6.747120,1.001654e+02,NaN,NaN
20181031T183836500,38.735965,38.212083,46.371287,6.228502,6.564960,1.001654e+02,NaN,NaN
20181031T183836600,38.610286,38.164795,46.371285,6.228502,6.395040,1.001654e+02,NaN,NaN
20181031T183836700,38.538225,38.110456,46.371285,6.228502,6.258960,1.001654e+02,NaN,NaN
20181031T183836800,38.548112,38.115538,46.371285,6.228502,5.832720,1.000913e+02,NaN,NaN
20181031T183836900,38.340484,38.008830,46.371283,6.228502,5.613840,1.000913e+02,NaN,NaN
20181031T183837000,38.209100,37.924003,46.371281,6.228502,5.523840,1.000913e+02,NaN,NaN
20181031T183837100,38.146925,37.874747,46.371280,6.228503,5.299560,1.000913e+02,NaN,NaN
20181031T183837200,38.024763,37.820614,46.371279,6.228502,5.063760,1.000913e+02,NaN,NaN
20181031T183837300,37.908307,37.804020,46.371278,6.228502,4.897800,1.000913e+02,NaN,NaN
20181031T183837400,37.830733,37.833363,46.371278,6.228501,4.745160,1.000913e+02,NaN,NaN
20181031T183837500,37.756677,37.855863,46.371277,6.228500,4.525920,1.000913e+02,NaN,NaN
20181031T183837600,37.688990,37.890288,46.371277,6.228500,4.299120,9.999495e+01,NaN,NaN
20181031T183837700,37.578239,37.911231,46.371276,6.228499,4.191840,9.999495e+01,NaN,NaN
20181031T183837800,37.466822,37.957787,46.371275,6.228498,4.328640,9.999495e+01,NaN,NaN
20181031T183837900,37.401988,38.010981,46.371275,6.228497,4.175640,9.999495e+01,NaN,NaN
20181031T183838000,37.344189,38.050487,46.371275,6.228496,3.953520,9.999495e+01,NaN,NaN
20181031T183838100,37.282207,38.122449,46.371275,6.228495,3.835080,9.999495e+01,NaN,NaN
20181031T183838200,37.227260,38.180724,46.371274,6.228493,3.712680,9.999495e+01,NaN,NaN
20181031T183838300,37.204827,38.273012,46.371275,6.228492,3.635640,9.999495e+01,NaN,NaN
20181031T183838400,37.146363,38.338131,46.371274,6.228491,3.627360,9.999495e+01,NaN,NaN
20181031T183838500,37.129634,38.467957,46.371275,6.228490,3.697920,9.989167e+01,NaN,NaN
20181031T183838600,37.163671,38.571964,46.371275,6.228489,3.774600,9.989167e+01,NaN,NaN
20181031T183838700,37.190673,38.689659,46.371276,6.228487,3.812760,9.989167e+01,NaN,NaN
20181031T183838800,37.195048,38.778422,46.371277,6.228486,3.794400,9.989167e+01,NaN,NaN
20181031T183838900,37.218533,38.902960,46.371277,6.228485,3.880800,9.989167e+01,NaN,NaN
20181031T183839000,37.229278,39.003648,46.371278,6.228484,3.989160,9.989167e+01,NaN,NaN
20181031T183839100,37.197622,39.065242,46.371278,6.228483,3.992400,9.989167e+01,NaN,NaN
20181031T183839200,37.217590,39.196624,46.371279,6.228482,4.031280,9.989167e+01,NaN,NaN
20181031T183839300,37.241074,39.321163,46.371279,6.228480,4.095360,9.967368e+01,NaN,NaN
20181031T183839400,37.245450,39.409926,46.371280,6.228479,4.126680,9.967368e+01,NaN,NaN
20181031T183839500,37.251155,39.447464,46.371280,6.228479,4.027680,9.967368e+01,NaN,NaN
20181031T183839600,37.306960,39.484795,46.371280,6.228479,3.941280,9.967368e+01,NaN,NaN
20181031T183839700,37.379686,39.513521,46.371281,6.228479,3.818880,9.967368e+01,NaN,NaN
20181031T183839800,37.431309,39.583309,46.371282,6.228479,3.717000,9.967368e+01,NaN,NaN
20181031T183839900,37.502041,39.688873,46.371283,6.228478,3.659760,9.967368e+01,NaN,NaN
20181031T183840000,37.543777,39.753580,46.371283,6.228477,3.609000,9.967368e+01,NaN,NaN
20181031T183840100,37.597588,39.867749,46.371284,6.228476,3.720960,9.925414e+01,NaN,NaN
20181031T183840200,37.685242,39.964707,46.371285,6.228476,3.826440,9.925414e+01,NaN,NaN
20181031T183840300,37.777077,40.029207,46.371286,6.228475,3.879360,9.925414e+01,NaN,NaN
20181031T183840400,37.866061,40.074939,46.371287,6.228475,3.934080,9.925414e+01,NaN,NaN
20181031T183840500,37.981853,40.117147,46.371288,6.228476,4.113000,9.925414e+01,NaN,NaN
20181031T183840600,38.101162,40.152510,46.371289,6.228476,4.330080,9.925414e+01,NaN,NaN
20181031T183840700,38.238058,40.153654,46.371291,6.228477,4.565880,9.925414e+01,NaN,NaN
20181031T183840800,38.370771,40.187255,46.371292,6.228477,4.776480,9.925414e+01,NaN,NaN
20181031T183840900,38.490081,40.222619,46.371293,6.228477,4.868640,9.925414e+01,NaN,NaN
20181031T183841000,38.632681,40.261301,46.371294,6.228478,4.996800,9.878223e+01,NaN,NaN
20181031T183841100,38.807796,40.333996,46.371296,6.228478,5.103360,9.878223e+01,NaN,NaN
20181031T183841200,38.970170,40.382841,46.371297,6.228478,5.148360,9.878223e+01,NaN,NaN
20181031T183841300,39.085962,40.425048,46.371299,6.228479,5.155920,9.878223e+01,NaN,NaN
20181031T183841400,39.211642,40.472337,46.371300,6.228479,5.181840,9.878223e+01,NaN,NaN
20181031T183841500,39.324581,40.495775,46.371301,6.228479,5.156640,9.878223e+01,NaN,NaN
20181031T183841600,39.447408,40.524295,46.371302,6.228480,5.105160,9.878223e+01,NaN,NaN
20181031T183841700,39.563864,40.540889,46.371303,6.228480,5.066280,9.878223e+01,NaN,NaN
20181031T183841800,39.700095,40.567646,46.371304,6.228481,5.046120,9.830575e+01,NaN,NaN
20181031T183841900,39.827104,40.563709,46.371305,6.228481,5.022720,9.830575e+01,NaN,NaN
20181031T183842000,39.980256,40.581860,46.371306,6.228482,5.039640,9.830575e+01,NaN,NaN
20181031T183842100,40.130556,40.581242,46.371308,6.228483,5.009040,9.830575e+01,NaN,NaN
20181031T183842200,40.276674,40.613081,46.371309,6.228484,4.997160,9.830575e+01,NaN,NaN
20181031T183842300,40.413570,40.614225,46.371310,6.228484,5.027400,9.830575e+01,NaN,NaN
20181031T183842400,40.553983,40.608526,46.371311,6.228485,5.038200,9.830575e+01,NaN,NaN
20181031T183842500,40.690879,40.609671,46.371312,6.228486,5.070240,9.830575e+01,NaN,NaN
20181031T183842600,40.831292,40.603972,46.371313,6.228487,5.080680,9.793538e+01,NaN,NaN
20181031T183842700,40.981592,40.603354,46.371314,6.228488,5.119200,9.793538e+01,NaN,NaN
20181031T183842800,41.099378,40.568723,46.371315,6.228489,5.119200,9.793538e+01,NaN,NaN
20181031T183842900,41.246826,40.549336,46.371316,6.228490,5.166720,9.793538e+01,NaN,NaN
20181031T183843000,41.403495,40.560643,46.371318,6.228491,5.185080,9.793538e+01,NaN,NaN
20181031T183843100,41.543244,40.580557,46.371319,6.228491,5.179320,9.793538e+01,NaN,NaN
20181031T183843200,41.715505,40.634483,46.371320,6.228492,5.236560,9.793538e+01,NaN,NaN
20181031T183843300,41.851071,40.686853,46.371322,6.228492,5.259240,9.793538e+01,NaN,NaN
20181031T183843400,41.991484,40.681154,46.371323,6.228493,5.248440,9.793538e+01,NaN,NaN
20181031T183843500,42.128380,40.682298,46.371324,6.228494,5.215680,9.759544e+01,NaN,NaN
20181031T183843600,42.245502,40.673280,46.371325,6.228495,5.167080,9.759544e+01,NaN,NaN
20181031T183843700,42.373175,40.643731,46.371326,6.228496,5.077080,9.759544e+01,NaN,NaN
20181031T183843800,42.466341,40.657006,46.371327,6.228496,5.001840,9.759544e+01,NaN,NaN
20181031T183843900,42.638409,40.589713,46.371328,6.228498,4.978080,9.759544e+01,NaN,NaN
20181031T183844000,42.751349,40.613152,46.371329,6.228498,4.898520,9.759544e+01,NaN,NaN
20181031T183844100,42.925605,40.590240,46.371330,6.228499,4.889160,9.759544e+01,NaN,NaN
20181031T183844200,43.088644,40.613472,46.371331,6.228500,4.844880,9.759544e+01,NaN,NaN
20181031T183844300,43.225540,40.614617,46.371332,6.228501,4.831920,9.732833e+01,NaN,NaN
20181031T183844400,43.352549,40.610680,46.371333,6.228502,4.794840,9.732833e+01,NaN,NaN
20181031T183844500,43.485927,40.618669,46.371334,6.228503,4.753800,9.732833e+01,NaN,NaN
20181031T183844600,43.627005,40.587357,46.371336,6.228504,4.762440,9.732833e+01,NaN,NaN
20181031T183844700,43.737757,40.566414,46.371336,6.228505,4.716360,9.732833e+01,NaN,NaN
20181031T183844800,43.837292,40.591614,46.371337,6.228505,4.684320,9.732833e+01,NaN,NaN
20181031T183844900,43.944526,40.577515,46.371338,6.228506,4.549680,9.732833e+01,NaN,NaN
20181031T183845000,44.051096,40.589028,46.371339,6.228506,4.439880,9.732833e+01,NaN,NaN
20181031T183845100,44.106236,40.651973,46.371340,6.228506,4.198680,9.711489e+01,NaN,NaN
20181031T183845200,44.198737,40.690861,46.371341,6.228506,3.974040,9.711489e+01,NaN,NaN
20181031T183845300,44.267946,40.726430,46.371341,6.228506,3.751200,9.711489e+01,NaN,NaN
20181031T183845400,44.344855,40.722699,46.371342,6.228506,3.538440,9.711489e+01,NaN,NaN
20181031T183845500,44.407694,40.746344,46.371342,6.228506,3.347280,9.711489e+01,NaN,NaN
20181031T183845600,44.453612,40.778594,46.371343,6.228506,3.102840,9.711489e+01,NaN,NaN
20181031T183845700,44.507894,40.745932,46.371343,6.228507,2.929680,9.711489e+01,NaN,NaN
20181031T183845800,44.551624,40.733801,46.371344,6.228508,2.719800,9.711489e+01,NaN,NaN
20181031T183845900,44.588985,40.709745,46.371344,6.228508,2.558880,9.711489e+01,NaN,NaN
20181031T183846000,44.626345,40.685689,46.371344,6.228509,2.386440,9.694334e+01,NaN,NaN
20181031T183846100,44.650966,40.637782,46.371344,6.228509,2.332080,9.694334e+01,NaN,NaN
20181031T183846200,44.658001,40.624095,46.371344,6.228509,2.165400,9.694334e+01,NaN,NaN
20181031T183846300,44.692509,40.581270,46.371344,6.228510,2.057040,9.694334e+01,NaN,NaN
20181031T183846400,44.753161,40.560532,46.371344,6.228511,2.039400,9.694334e+01,NaN,NaN
20181031T183846500,44.854026,40.534508,46.371345,6.228512,2.107440,9.694334e+01,NaN,NaN
20181031T183846600,44.940156,40.561471,46.371346,6.228512,2.225160,9.694334e+01,NaN,NaN
20181031T183846700,45.039692,40.586672,46.371347,6.228512,2.394720,9.694334e+01,NaN,NaN
20181031T183846800,45.134380,40.669942,46.371348,6.228512,2.631960,9.682752e+01,NaN,NaN
20181031T183846900,45.214141,40.684980,46.371349,6.228512,2.765160,9.682752e+01,NaN,NaN
20181031T183847000,45.314341,40.684568,46.371349,6.228513,2.890440,9.682752e+01,NaN,NaN
20181031T183847100,45.404654,40.679075,46.371350,6.228513,2.972160,9.682752e+01,NaN,NaN
20181031T183847200,45.485080,40.668500,46.371351,6.228514,3.101040,9.682752e+01,NaN,NaN
20181031T183847300,45.549249,40.640919,46.371351,6.228515,3.166920,9.682752e+01,NaN,NaN
20181031T183847400,45.616271,40.632107,46.371352,6.228515,3.200040,9.682752e+01,NaN,NaN
20181031T183847500,45.678445,40.681364,46.371352,6.228515,3.152880,9.682752e+01,NaN,NaN
20181031T183847600,45.761059,40.715171,46.371353,6.228515,3.127320,9.675154e+01,NaN,NaN
20181031T183847700,45.860594,40.740372,46.371354,6.228515,3.079800,9.675154e+01,NaN,NaN
20181031T183847800,45.960129,40.765572,46.371355,6.228516,3.017520,9.675154e+01,NaN,NaN
20181031T183847900,46.042743,40.799379,46.371356,6.228516,3.012480,9.675154e+01,NaN,NaN
20181031T183848000,46.098548,40.836711,46.371356,6.228516,2.962440,9.675154e+01,NaN,NaN
20181031T183848100,46.186008,40.812449,46.371357,6.228516,2.920320,9.675154e+01,NaN,NaN
20181031T183848200,46.249513,40.810481,46.371357,6.228517,2.897640,9.675154e+01,NaN,NaN
20181031T183848300,46.309500,40.815356,46.371358,6.228517,2.854440,9.675154e+01,NaN,NaN
20181031T183848400,46.359600,40.815150,46.371358,6.228517,2.796840,9.675154e+01,NaN,NaN
20181031T183848500,46.426621,40.806338,46.371359,6.228518,2.761560,9.670942e+01,NaN,NaN
20181031T183848600,46.496495,40.816295,46.371359,6.228518,2.707560,9.670942e+01,NaN,NaN
20181031T183848700,46.569222,40.845020,46.371360,6.228518,2.617200,9.670942e+01,NaN,NaN
20181031T183848800,46.675127,40.882146,46.371361,6.228518,2.607480,9.670942e+01,NaN,NaN
20181031T183848900,46.734449,40.912634,46.371362,6.228518,2.541240,9.670942e+01,NaN,NaN
20181031T183849000,46.764110,40.927878,46.371362,6.228518,2.439720,9.670942e+01,NaN,NaN
20181031T183849100,46.807176,40.941360,46.371362,6.228518,2.310480,9.670942e+01,NaN,NaN
20181031T183849200,46.843207,40.968529,46.371363,6.228518,2.168640,9.670942e+01,NaN,NaN
20181031T183849300,46.862981,40.978692,46.371363,6.228518,2.038680,9.668651e+01,NaN,NaN
20181031T183849400,46.882755,40.988854,46.371363,6.228518,1.918800,9.668651e+01,NaN,NaN
20181031T183849500,46.891977,41.019548,46.371363,6.228518,1.767240,9.668651e+01,NaN,NaN
20181031T183849600,46.901864,41.024630,46.371364,6.228518,1.566720,9.668651e+01,NaN,NaN
20181031T183849700,46.897682,41.057086,46.371364,6.228518,1.367640,9.668651e+01,NaN,NaN
20181031T183849800,46.894165,41.063930,46.371364,6.228518,1.072800,9.668651e+01,NaN,NaN
20181031T183849900,46.887130,41.077617,46.371364,6.228517,0.876240,9.668651e+01,NaN,NaN
20181031T183850000,46.846917,41.082905,46.371363,6.228517,0.810000,9.668651e+01,NaN,NaN
20181031T183850100,46.822961,41.105198,46.371363,6.228517,0.760320,9.667095e+01,NaN,NaN
20181031T183850200,46.795488,41.134336,46.371363,6.228516,0.726840,9.667095e+01,NaN,NaN
20181031T183850300,46.782083,41.136098,46.371363,6.228516,0.693720,9.667095e+01,NaN,NaN
20181031T183850400,46.758127,41.158392,46.371363,6.228516,0.687240,9.667095e+01,NaN,NaN
20181031T183850500,46.734171,41.180686,46.371363,6.228515,0.703440,9.667095e+01,NaN,NaN
20181031T183850600,46.753280,41.216461,46.371363,6.228515,0.748440,9.667095e+01,NaN,NaN
20181031T183850700,46.809085,41.253793,46.371364,6.228515,0.862560,9.667095e+01,NaN,NaN
20181031T183850800,46.888181,41.294444,46.371364,6.228515,1.107360,9.667095e+01,NaN,NaN
20181031T183850900,46.977165,41.340176,46.371365,6.228515,1.380960,9.667095e+01,NaN,NaN
20181031T183851000,47.036487,41.370664,46.371366,6.228515,1.566360,9.667123e+01,NaN,NaN
20181031T183851100,47.074706,41.442214,46.371367,6.228514,1.737000,9.667123e+01,NaN,NaN
20181031T183851200,47.103037,41.508683,46.371367,6.228514,1.861560,9.667123e+01,NaN,NaN
20181031T183851300,47.117964,41.576915,46.371367,6.228513,2.025720,9.667123e+01,NaN,NaN
20181031T183851400,47.115970,41.653753,46.371368,6.228512,2.188440,9.667123e+01,NaN,NaN
20181031T183851500,47.111123,41.711822,46.371368,6.228511,2.318400,9.667123e+01,NaN,NaN
20181031T183851600,47.116163,41.774972,46.371368,6.228511,2.422440,9.667123e+01,NaN,NaN
20181031T183851700,47.134608,41.836360,46.371369,6.228510,2.435040,9.667123e+01,NaN,NaN
20181031T183851800,47.160087,41.884061,46.371369,6.228510,2.307960,9.673286e+01,NaN,NaN
20181031T183851900,47.196118,41.911230,46.371370,6.228510,2.162520,9.673286e+01,NaN,NaN
20181031T183852000,47.245553,41.936636,46.371370,6.228510,2.079720,9.673286e+01,NaN,NaN
20181031T183852100,47.311245,41.979050,46.371371,6.228510,2.057400,9.673286e+01,NaN,NaN
20181031T183852200,47.333872,42.007981,46.371371,6.228509,2.007720,9.673286e+01,NaN,NaN
20181031T183852300,47.376272,42.047075,46.371372,6.228509,1.958400,9.673286e+01,NaN,NaN
20181031T183852400,47.381977,42.084613,46.371372,6.228509,1.856160,9.673286e+01,NaN,NaN
20181031T183852500,47.391199,42.115307,46.371372,6.228508,1.718640,9.673286e+01,NaN,NaN
20181031T183852600,47.394052,42.134076,46.371372,6.228508,1.589760,9.686644e+01,NaN,NaN
20181031T183852700,47.383500,42.154607,46.371372,6.228508,1.450080,9.686644e+01,NaN,NaN
20181031T183852800,47.333400,42.154813,46.371372,6.228508,1.408680,9.686644e+01,NaN,NaN
20181031T183852900,47.269896,42.156781,46.371371,6.228507,1.432080,9.686644e+01,NaN,NaN
20181031T183853000,47.193652,42.134900,46.371370,6.228507,1.490760,9.686644e+01,NaN,NaN
20181031T183853100,47.130148,42.136868,46.371370,6.228507,1.482480,9.686644e+01,NaN,NaN
