xField[m],yField[m]
0.000000,72.000000
0.000000,0.000000
118.000000,0.000000
118.000000,72.000000
time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20181031T185042700,87.161062,38.200970,46.371674,6.228790,4.811760,9.201909e+01,NaN,NaN
20181031T185042800,87.290065,38.120196,46.371675,6.228792,4.792320,9.201909e+01,NaN,NaN
20181031T185042900,87.381708,38.063479,46.371675,6.228793,4.738680,9.201909e+01,NaN,NaN
20181031T185043000,87.483237,38.011842,46.371676,6.228794,4.718520,9.201909e+01,NaN,NaN
20181031T185043100,87.632014,37.941232,46.371677,6.228796,4.725360,9.474624e+01,NaN,NaN
20181031T185043200,87.713770,37.879433,46.371677,6.228797,4.663800,9.474624e+01,NaN,NaN
20181031T185043300,87.835738,37.812347,46.371678,6.228798,4.593240,9.474624e+01,NaN,NaN
20181031T185043400,87.947155,37.765792,46.371679,6.228800,4.559760,9.474624e+01,NaN,NaN
20181031T185043500,88.049349,37.688543,46.371679,6.228801,4.512240,9.474624e+01,NaN,NaN
20181031T185043600,88.135287,37.594288,46.371679,6.228803,4.474080,9.474624e+01,NaN,NaN
20181031T185043700,88.195080,37.477945,46.371679,6.228804,4.506840,9.474624e+01,NaN,NaN
20181031T185043800,88.244987,37.356520,46.371679,6.228806,4.473000,9.474624e+01,NaN,NaN
20181031T185043900,88.284342,37.255627,46.371679,6.228808,4.490640,9.745313e+01,NaN,NaN
20181031T185044000,88.313810,37.149652,46.371679,6.228809,4.479120,9.745313e+01,NaN,NaN
20181031T185044100,88.363717,37.028228,46.371679,6.228811,4.440240,9.745313e+01,NaN,NaN
20181031T185044200,88.393185,36.922253,46.371679,6.228812,4.413240,9.745313e+01,NaN,NaN
20181031T185044300,88.449461,36.812754,46.371679,6.228814,4.372920,9.745313e+01,NaN,NaN
20181031T185044400,88.495186,36.723786,46.371679,6.228815,4.315680,9.745313e+01,NaN,NaN
20181031T185044500,88.526841,36.662192,46.371679,6.228816,4.214160,9.745313e+01,NaN,NaN
20181031T185044600,88.539388,36.564824,46.371678,6.228817,4.109760,9.745313e+01,NaN,NaN
20181031T185044700,88.528643,36.464136,46.371678,6.228818,3.997080,1.000956e+02,NaN,NaN
20181031T185044800,88.481202,36.361892,46.371677,6.228819,3.928320,1.000956e+02,NaN,NaN
20181031T185044900,88.434426,36.234035,46.371676,6.228820,3.934440,1.000956e+02,NaN,NaN
20181031T185045000,88.403907,36.123184,46.371675,6.228821,3.926880,1.000956e+02,NaN,NaN
20181031T185045100,88.366354,36.026021,46.371675,6.228822,3.864960,1.000956e+02,NaN,NaN
20181031T185045200,88.298474,35.939227,46.371674,6.228823,3.859200,1.000956e+02,NaN,NaN
20181031T185045300,88.236965,35.864357,46.371673,6.228823,3.809520,1.000956e+02,NaN,NaN
20181031T185045400,88.178972,35.782644,46.371672,6.228824,3.767400,1.000956e+02,NaN,NaN
20181031T185045500,88.133719,35.724781,46.371672,6.228824,3.739680,1.000956e+02,NaN,NaN
20181031T185045600,88.049776,35.742198,46.371671,6.228824,3.682800,1.026689e+02,NaN,NaN
20181031T185045700,87.932655,35.751216,46.371670,6.228823,3.708720,1.026689e+02,NaN,NaN
20181031T185045800,87.785207,35.770601,46.371669,6.228822,3.778920,1.026689e+02,NaN,NaN
20181031T185045900,87.683678,35.822238,46.371668,6.228821,3.740760,1.026689e+02,NaN,NaN
20181031T185046000,87.652022,35.883831,46.371668,6.228820,3.616920,1.026689e+02,NaN,NaN
20181031T185046100,87.623884,35.938581,46.371668,6.228819,3.504960,1.026689e+02,NaN,NaN
20181031T185046200,87.593751,36.070168,46.371669,6.228817,3.462480,1.026689e+02,NaN,NaN
20181031T185046300,87.594609,36.165774,46.371669,6.228816,3.453480,1.026689e+02,NaN,NaN
20181031T185046400,87.624463,36.302237,46.371670,6.228815,3.529440,1.049551e+02,NaN,NaN
20181031T185046500,87.691013,36.440257,46.371671,6.228813,3.708360,1.049551e+02,NaN,NaN
20181031T185046600,87.735601,36.523732,46.371672,6.228813,3.824280,1.049551e+02,NaN,NaN
20181031T185046700,87.783707,36.600364,46.371672,6.228812,3.777840,1.049551e+02,NaN,NaN
20181031T185046800,87.881247,36.702403,46.371674,6.228811,3.763080,1.049551e+02,NaN,NaN
20181031T185046900,87.971088,36.843742,46.371675,6.228810,3.851640,1.049551e+02,NaN,NaN
20181031T185047000,88.072339,37.060156,46.371677,6.228809,4.312440,1.049551e+02,NaN,NaN
20181031T185047100,88.154481,37.240794,46.371678,6.228807,4.737240,1.049551e+02,NaN,NaN
20181031T185047200,88.230918,37.383895,46.371679,6.228806,4.981320,1.070262e+02,NaN,NaN
20181031T185047300,88.287581,37.516833,46.371680,6.228804,5.155560,1.070262e+02,NaN,NaN
20181031T185047400,88.413453,37.685341,46.371682,6.228803,5.394960,1.070262e+02,NaN,NaN
20181031T185047500,88.532955,37.841924,46.371683,6.228802,5.580720,1.070262e+02,NaN,NaN
20181031T185047600,88.683641,38.083745,46.371686,6.228800,6.064200,1.070262e+02,NaN,NaN
20181031T185047700,88.782705,38.255777,46.371687,6.228799,6.488640,1.070262e+02,NaN,NaN
20181031T185047800,88.839367,38.388715,46.371688,6.228798,6.619680,1.070262e+02,NaN,NaN
20181031T185047900,88.957347,38.475304,46.371690,6.228797,6.615360,1.070262e+02,NaN,NaN
20181031T185048000,89.121244,38.594144,46.371691,6.228797,6.478200,1.089452e+02,NaN,NaN
20181031T185048100,89.206903,38.767939,46.371693,6.228796,6.418080,1.089452e+02,NaN,NaN
20181031T185048200,89.338480,38.973984,46.371695,6.228794,6.603480,1.089452e+02,NaN,NaN
20181031T185048300,89.391626,39.113766,46.371696,6.228793,6.681600,1.089452e+02,NaN,NaN
20181031T185048400,89.429844,39.185317,46.371696,6.228792,6.374160,1.089452e+02,NaN,NaN
20181031T185048500,89.491354,39.260186,46.371697,6.228792,6.053040,1.089452e+02,NaN,NaN
20181031T185048600,89.581860,39.375912,46.371698,6.228791,5.632920,1.089452e+02,NaN,NaN
20181031T185048700,89.610385,39.563600,46.371699,6.228789,5.433480,1.089452e+02,NaN,NaN
20181031T185048800,89.705931,39.742476,46.371701,6.228787,5.486040,1.089452e+02,NaN,NaN
20181031T185048900,89.786550,39.853121,46.371702,6.228786,5.521680,1.107534e+02,NaN,NaN
20181031T185049000,89.878385,39.917622,46.371703,6.228786,5.362560,1.107534e+02,NaN,NaN
20181031T185049100,89.980108,39.987205,46.371704,6.228786,5.206680,1.107534e+02,NaN,NaN
20181031T185049200,90.117668,39.962738,46.371705,6.228787,4.860360,1.107534e+02,NaN,NaN
20181031T185049300,90.272150,39.929665,46.371706,6.228788,4.618800,1.107534e+02,NaN,NaN
20181031T185049400,90.406858,39.886429,46.371707,6.228790,4.691520,1.107534e+02,NaN,NaN
20181031T185049500,90.542896,39.791968,46.371708,6.228792,4.932720,1.107534e+02,NaN,NaN
20181031T185049600,90.660017,39.782951,46.371708,6.228792,4.972320,1.107534e+02,NaN,NaN
20181031T185049700,90.812311,39.705497,46.371709,6.228794,4.937040,1.124670e+02,NaN,NaN
20181031T185049800,90.939985,39.675948,46.371710,6.228795,4.770000,1.124670e+02,NaN,NaN
20181031T185049900,91.041514,39.624312,46.371711,6.228797,4.670640,1.124670e+02,NaN,NaN
20181031T185050000,91.206548,39.570708,46.371712,6.228798,4.731840,1.124670e+02,NaN,NaN
20181031T185050100,91.330704,39.548003,46.371713,6.228799,4.744800,1.124670e+02,NaN,NaN
20181031T185050200,91.413124,39.460592,46.371713,6.228801,4.753440,1.124670e+02,NaN,NaN
20181031T185050300,91.528723,39.381581,46.371714,6.228802,4.834800,1.124670e+02,NaN,NaN
20181031T185050400,91.601921,39.263475,46.371714,6.228804,4.838760,1.124670e+02,NaN,NaN
20181031T185050500,91.668084,39.159057,46.371714,6.228806,4.691520,1.135302e+02,NaN,NaN
20181031T185050600,91.746987,39.078490,46.371714,6.228807,4.620960,1.135302e+02,NaN,NaN
20181031T185050700,91.829408,38.991078,46.371715,6.228809,4.523040,1.135302e+02,NaN,NaN
20181031T185050800,91.911828,38.903667,46.371715,6.228810,4.487760,1.135302e+02,NaN,NaN
20181031T185050900,91.961735,38.782243,46.371715,6.228812,4.495320,1.135302e+02,NaN,NaN
20181031T185051000,92.020864,38.691512,46.371715,6.228813,4.434840,1.135302e+02,NaN,NaN
20181031T185051100,92.093397,38.599019,46.371715,6.228815,4.376520,1.135302e+02,NaN,NaN
20181031T185051200,92.116495,38.481120,46.371715,6.228816,4.355280,1.135302e+02,NaN,NaN
20181031T185051300,92.136741,38.344451,46.371714,6.228818,4.357080,1.135302e+02,NaN,NaN
20181031T185051400,92.090630,38.190982,46.371713,6.228819,4.426200,1.142194e+02,NaN,NaN
20181031T185051500,92.037484,38.051200,46.371712,6.228821,4.548600,1.142194e+02,NaN,NaN
20181031T185051600,92.006965,37.940350,46.371712,6.228822,4.617000,1.142194e+02,NaN,NaN
20181031T185051700,91.997550,37.788437,46.371711,6.228823,4.710240,1.142194e+02,NaN,NaN
20181031T185051800,91.958473,37.621280,46.371710,6.228825,4.867200,1.142194e+02,NaN,NaN
20181031T185051900,91.902475,37.462729,46.371709,6.228827,5.037840,1.142194e+02,NaN,NaN
20181031T185052000,91.857029,37.283648,46.371708,6.228828,5.256720,1.142194e+02,NaN,NaN
20181031T185052100,91.794661,37.113172,46.371707,6.228830,5.492520,1.142194e+02,NaN,NaN
20181031T185052200,91.715372,36.951302,46.371705,6.228831,5.730120,1.147670e+02,NaN,NaN
20181031T185052300,91.579613,36.777713,46.371704,6.228833,6.017760,1.147670e+02,NaN,NaN
20181031T185052400,91.430450,36.605886,46.371702,6.228834,6.314400,1.147670e+02,NaN,NaN
20181031T185052500,91.284139,36.452828,46.371700,6.228835,6.549480,1.147670e+02,NaN,NaN
20181031T185052600,91.148380,36.279238,46.371698,6.228836,6.873120,1.147670e+02,NaN,NaN
20181031T185052700,91.026026,36.103887,46.371696,6.228837,7.167960,1.147670e+02,NaN,NaN
20181031T185052800,90.919928,35.945542,46.371695,6.228838,7.320240,1.147670e+02,NaN,NaN
20181031T185052900,90.796908,35.795803,46.371693,6.228839,7.441560,1.147670e+02,NaN,NaN
20181031T185053000,90.614567,35.615575,46.371691,6.228840,7.614000,1.152717e+02,NaN,NaN
20181031T185053100,90.451334,35.471123,46.371689,6.228841,7.755480,1.152717e+02,NaN,NaN
20181031T185053200,90.278215,35.321589,46.371687,6.228842,7.912080,1.152717e+02,NaN,NaN
20181031T185053300,90.067735,35.196112,46.371685,6.228842,8.025120,1.152717e+02,NaN,NaN
20181031T185053400,89.857920,35.045021,46.371683,6.228842,8.094240,1.152717e+02,NaN,NaN
20181031T185053500,89.702387,34.861269,46.371681,6.228844,8.181720,1.152717e+02,NaN,NaN
20181031T185053600,89.513011,34.694729,46.371678,6.228844,8.259480,1.152717e+02,NaN,NaN
20181031T185053700,89.349114,34.575890,46.371677,6.228845,8.262000,1.152717e+02,NaN,NaN
20181031T185053800,89.057543,34.486598,46.371674,6.228844,8.470080,1.152717e+02,NaN,NaN
20181031T185053900,88.820920,34.339033,46.371671,6.228844,8.717400,1.157681e+02,NaN,NaN
20181031T185054000,88.598558,34.285311,46.371669,6.228844,8.794800,1.157681e+02,NaN,NaN
20181031T185054100,88.300618,34.184095,46.371667,6.228843,9.021600,1.157681e+02,NaN,NaN
20181031T185054200,88.006195,34.076035,46.371664,6.228843,9.282240,1.157681e+02,NaN,NaN
20181031T185054300,87.742098,33.957606,46.371661,6.228842,9.446040,1.157681e+02,NaN,NaN
20181031T185054400,87.490740,33.863028,46.371659,6.228842,9.585360,1.157681e+02,NaN,NaN
20181031T185054500,87.181583,33.807955,46.371656,6.228841,9.812520,1.157681e+02,NaN,NaN
20181031T185054600,86.849135,33.749563,46.371653,6.228840,10.086840,1.157681e+02,NaN,NaN
20181031T185054700,86.566122,33.716578,46.371651,6.228838,10.401480,1.162718e+02,NaN,NaN
20181031T185054800,86.333209,33.683388,46.371649,6.228837,10.516680,1.162718e+02,NaN,NaN
20181031T185054900,86.058560,33.585491,46.371646,6.228837,10.627200,1.162718e+02,NaN,NaN
20181031T185055000,85.806537,33.516525,46.371644,6.228836,10.743480,1.162718e+02,NaN,NaN
20181031T185055100,85.561549,33.433872,46.371642,6.228836,10.705320,1.162718e+02,NaN,NaN
20181031T185055200,85.368849,33.395394,46.371640,6.228835,10.529640,1.162718e+02,NaN,NaN
20181031T185055300,85.116162,33.352041,46.371638,6.228834,10.470600,1.162718e+02,NaN,NaN
20181031T185055400,84.893135,33.323932,46.371636,6.228833,10.405800,1.162718e+02,NaN,NaN
20181031T185055500,84.629896,33.301110,46.371634,6.228832,10.269000,1.167528e+02,NaN,NaN
20181031T185055600,84.305812,33.177806,46.371631,6.228831,10.211040,1.167528e+02,NaN,NaN
20181031T185055700,83.981728,33.054502,46.371627,6.228830,10.259280,1.167528e+02,NaN,NaN
20181031T185055800,83.630171,32.960335,46.371624,6.228830,10.448640,1.167528e+02,NaN,NaN
20181031T185055900,83.298387,32.876330,46.371621,6.228829,10.650240,1.167528e+02,NaN,NaN
20181031T185056000,82.929243,32.816382,46.371618,6.228827,10.915560,1.167528e+02,NaN,NaN
20181031T185056100,82.579208,32.792209,46.371615,6.228825,11.140200,1.167528e+02,NaN,NaN
20181031T185056200,82.227651,32.698042,46.371612,6.228824,11.602440,1.167528e+02,NaN,NaN
20181031T185056300,81.866206,32.598794,46.371609,6.228823,11.970360,1.167528e+02,NaN,NaN
20181031T185056400,81.518831,32.472171,46.371605,6.228823,12.314160,1.172260e+02,NaN,NaN
20181031T185056500,81.180678,32.376241,46.371602,6.228822,12.643200,1.172260e+02,NaN,NaN
20181031T185056600,80.824938,32.314531,46.371599,6.228820,12.932640,1.172260e+02,NaN,NaN
20181031T185056700,80.452277,32.261426,46.371596,6.228819,13.159440,1.172260e+02,NaN,NaN
20181031T185056800,80.095872,32.225328,46.371593,6.228817,13.253040,1.172260e+02,NaN,NaN
20181031T185056900,79.798125,32.245331,46.371591,6.228815,13.246560,1.172260e+02,NaN,NaN
20181031T185057000,79.448755,32.195545,46.371588,6.228814,13.265280,1.172260e+02,NaN,NaN
20181031T185057100,79.119824,32.130310,46.371585,6.228812,13.289040,1.172260e+02,NaN,NaN
20181031T185057200,78.886246,32.122732,46.371583,6.228811,13.007880,1.176843e+02,NaN,NaN
20181031T185057300,78.461490,32.146671,46.371580,6.228808,13.086720,1.176843e+02,NaN,NaN
20181031T185057400,78.067060,32.160241,46.371576,6.228806,13.209480,1.176843e+02,NaN,NaN
20181031T185057500,77.659226,32.175574,46.371573,6.228803,13.319280,1.176843e+02,NaN,NaN
20181031T185057600,77.199104,32.146731,46.371569,6.228801,13.563720,1.176843e+02,NaN,NaN
20181031T185057700,76.739647,32.092276,46.371566,6.228799,13.793040,1.176843e+02,NaN,NaN
20181031T185057800,76.240642,32.017495,46.371561,6.228797,14.077800,1.176843e+02,NaN,NaN
20181031T185057900,75.745347,32.057089,46.371557,6.228793,14.583960,1.176843e+02,NaN,NaN
20181031T185058000,75.222579,32.125821,46.371553,6.228789,15.102000,1.180849e+02,NaN,NaN
20181031T185058100,74.740024,32.189265,46.371550,6.228786,15.599880,1.180849e+02,NaN,NaN
20181031T185058200,74.185407,32.198372,46.371545,6.228782,16.453440,1.180849e+02,NaN,NaN
20181031T185058300,73.618716,32.158015,46.371541,6.228779,16.987320,1.180849e+02,NaN,NaN
20181031T185058400,73.004777,32.136633,46.371536,6.228776,17.579880,1.180849e+02,NaN,NaN
20181031T185058500,72.422686,32.174877,46.371531,6.228772,18.306000,1.180849e+02,NaN,NaN
20181031T185058600,71.896401,32.250453,46.371527,6.228768,18.650880,1.180849e+02,NaN,NaN
20181031T185058700,71.295201,32.252921,46.371523,6.228764,19.152360,1.180849e+02,NaN,NaN
20181031T185058800,70.688297,32.217852,46.371518,6.228761,19.685160,1.180849e+02,NaN,NaN
20181031T185058900,70.064471,32.191389,46.371513,6.228758,19.958760,1.185919e+02,NaN,NaN
20181031T185059000,69.473158,32.198939,46.371508,6.228754,20.309040,1.185919e+02,NaN,NaN
20181031T185059100,68.847337,32.249314,46.371503,6.228750,20.792880,1.185919e+02,NaN,NaN
20181031T185059200,68.231404,32.304770,46.371498,6.228746,21.032640,1.185919e+02,NaN,NaN
20181031T185059300,67.617465,32.283389,46.371493,6.228742,21.365280,1.185919e+02,NaN,NaN
20181031T185059400,66.940686,32.238363,46.371488,6.228739,21.611880,1.185919e+02,NaN,NaN
20181031T185059500,66.319713,32.230669,46.371483,6.228735,21.675240,1.185919e+02,NaN,NaN
20181031T185059600,65.638087,32.243712,46.371477,6.228731,22.103280,1.185919e+02,NaN,NaN
20181031T185059700,64.998862,32.295850,46.371472,6.228727,22.250160,1.190738e+02,NaN,NaN
20181031T185059800,64.337675,32.293443,46.371467,6.228723,22.460760,1.190738e+02,NaN,NaN
20181031T185059900,63.687705,32.244893,46.371462,6.228719,22.776120,1.190738e+02,NaN,NaN
20181031T185100000,63.027848,32.191261,46.371456,6.228716,22.872960,1.190738e+02,NaN,NaN
20181031T185100100,62.346887,32.178692,46.371451,6.228712,23.077440,1.190738e+02,NaN,NaN
20181031T185100200,61.651858,32.193498,46.371445,6.228708,23.372640,1.190738e+02,NaN,NaN
20181031T185100300,60.986489,32.223548,46.371440,6.228703,23.499720,1.190738e+02,NaN,NaN
20181031T185100400,60.316745,32.164835,46.371434,6.228700,23.694120,1.190738e+02,NaN,NaN
20181031T185100500,59.600418,32.099484,46.371428,6.228697,23.947200,1.196209e+02,NaN,NaN
20181031T185100600,58.943413,32.064622,46.371423,6.228693,23.980680,1.196209e+02,NaN,NaN
20181031T185100700,58.254753,32.091353,46.371418,6.228689,24.207480,1.196209e+02,NaN,NaN
20181031T185100800,57.569610,32.111241,46.371412,6.228684,24.298200,1.196209e+02,NaN,NaN
20181031T185100900,56.907758,32.134448,46.371407,6.228680,24.369120,1.196209e+02,NaN,NaN
20181031T185101000,56.223945,32.103110,46.371401,6.228677,24.541200,1.196209e+02,NaN,NaN
20181031T185101100,55.576827,32.073329,46.371396,6.228673,24.441840,1.196209e+02,NaN,NaN
20181031T185101200,54.888832,32.074448,46.371391,6.228669,24.405480,1.196209e+02,NaN,NaN
20181031T185101300,54.203024,32.119949,46.371385,6.228664,24.454440,1.196209e+02,NaN,NaN
20181031T185101400,53.606199,32.211182,46.371381,6.228660,24.325200,1.201769e+02,NaN,NaN
20181031T185101500,52.914021,32.244758,46.371375,6.228655,24.300720,1.201769e+02,NaN,NaN
20181031T185101600,52.259204,32.254277,46.371370,6.228651,24.218280,1.201769e+02,NaN,NaN
20181031T185101700,51.627678,32.267116,46.371365,6.228647,23.992560,1.201769e+02,NaN,NaN
20181031T185101800,51.032183,32.307124,46.371361,6.228643,23.821560,1.201769e+02,NaN,NaN
20181031T185101900,50.405698,32.383113,46.371356,6.228639,23.638680,1.201769e+02,NaN,NaN
20181031T185102000,49.798321,32.494877,46.371352,6.228634,23.405760,1.201769e+02,NaN,NaN
20181031T185102100,49.145691,32.548779,46.371347,6.228629,23.386320,1.201769e+02,NaN,NaN
20181031T185102200,48.583375,32.597187,46.371342,6.228626,23.123520,1.212540e+02,NaN,NaN
20181031T185102300,48.014688,32.633670,46.371338,6.228622,22.763160,1.212540e+02,NaN,NaN
20181031T185102400,47.460071,32.642779,46.371333,6.228618,22.495320,1.212540e+02,NaN,NaN
20181031T185102500,46.899942,32.735569,46.371329,6.228614,22.146840,1.212540e+02,NaN,NaN
20181031T185102600,46.286860,32.809796,46.371325,6.228609,21.891240,1.212540e+02,NaN,NaN
20181031T185102700,45.721691,32.839435,46.371320,6.228606,21.666960,1.212540e+02,NaN,NaN
20181031T185102800,45.163557,32.855388,46.371316,6.228602,21.378960,1.212540e+02,NaN,NaN
20181031T185102900,44.606087,32.845727,46.371311,6.228599,21.056760,1.212540e+02,NaN,NaN
20181031T185103000,44.172109,32.838974,46.371308,6.228597,20.647440,1.222905e+02,NaN,NaN
20181031T185103100,43.676813,32.878571,46.371304,6.228593,20.161440,1.222905e+02,NaN,NaN
20181031T185103200,43.257097,32.965662,46.371301,6.228590,19.693080,1.222905e+02,NaN,NaN
20181031T185103300,42.640970,32.899901,46.371296,6.228587,19.487160,1.222905e+02,NaN,NaN
20181031T185103400,42.095382,32.818485,46.371291,6.228584,19.264680,1.222905e+02,NaN,NaN
20181031T185103500,41.573750,32.714774,46.371287,6.228582,18.990000,1.222905e+02,NaN,NaN
20181031T185103600,41.171427,32.646427,46.371283,6.228581,18.479880,1.222905e+02,NaN,NaN
20181031T185103700,40.711305,32.617587,46.371279,6.228579,18.061200,1.222905e+02,NaN,NaN
20181031T185103800,40.269627,32.650134,46.371276,6.228576,17.660880,1.222905e+02,NaN,NaN
20181031T185103900,39.868827,32.651781,46.371273,6.228573,17.241480,1.234938e+02,NaN,NaN
20181031T185104000,39.490653,32.682360,46.371270,6.228571,16.900560,1.234938e+02,NaN,NaN
20181031T185104100,39.287787,32.906854,46.371269,6.228567,16.416000,1.234938e+02,NaN,NaN
20181031T185104200,38.921023,33.012509,46.371267,6.228563,16.023240,1.234938e+02,NaN,NaN
20181031T185104300,38.703230,33.168771,46.371266,6.228560,15.296040,1.234938e+02,NaN,NaN
20181031T185104400,38.440377,33.388389,46.371264,6.228556,14.629680,1.234938e+02,NaN,NaN
20181031T185104500,38.173341,33.640464,46.371263,6.228552,14.075280,1.234938e+02,NaN,NaN
20181031T185104600,37.880162,33.870451,46.371262,6.228547,13.753800,1.234938e+02,NaN,NaN
20181031T185104700,37.800787,34.097852,46.371262,6.228544,13.155480,1.245839e+02,NaN,NaN
20181031T185104800,37.589557,34.387259,46.371262,6.228540,12.680280,1.245839e+02,NaN,NaN
20181031T185104900,37.410175,34.736292,46.371262,6.228534,12.396960,1.245839e+02,NaN,NaN
20181031T185105000,37.329471,35.014918,46.371262,6.228531,12.055680,1.245839e+02,NaN,NaN
20181031T185105100,37.140867,35.333256,46.371262,6.228526,11.940840,1.245839e+02,NaN,NaN
20181031T185105200,36.974225,35.706139,46.371262,6.228521,11.952000,1.245839e+02,NaN,NaN
20181031T185105300,36.899033,35.901083,46.371262,6.228518,11.850120,1.245839e+02,NaN,NaN
20181031T185105400,36.828880,36.159178,46.371263,6.228515,11.702520,1.245839e+02,NaN,NaN
20181031T185105500,36.676114,36.383466,46.371263,6.228511,11.450520,1.255738e+02,NaN,NaN
20181031T185105600,36.616513,36.621030,46.371263,6.228508,11.131920,1.255738e+02,NaN,NaN
20181031T185105700,36.521075,36.952644,46.371264,6.228504,11.226960,1.255738e+02,NaN,NaN
20181031T185105800,36.399493,37.262170,46.371264,6.228499,11.297880,1.255738e+02,NaN,NaN
20181031T185105900,36.288463,37.551165,46.371264,6.228495,11.264760,1.255738e+02,NaN,NaN
20181031T185106000,36.099001,37.773897,46.371264,6.228492,11.277360,1.255738e+02,NaN,NaN
20181031T185106100,35.944906,38.049410,46.371264,6.228487,11.189880,1.255738e+02,NaN,NaN
20181031T185106200,35.833211,38.364018,46.371264,6.228483,11.056320,1.255738e+02,NaN,NaN
20181031T185106300,35.704401,38.566012,46.371264,6.228480,11.050920,1.265567e+02,NaN,NaN
20181031T185106400,35.570744,38.826076,46.371264,6.228476,11.104200,1.265567e+02,NaN,NaN
20181031T185106500,35.324813,39.037088,46.371263,6.228472,11.207160,1.265567e+02,NaN,NaN
20181031T185106600,35.147426,39.309283,46.371262,6.228468,11.370600,1.265567e+02,NaN,NaN
20181031T185106700,34.921933,39.504846,46.371261,6.228465,11.338200,1.265567e+02,NaN,NaN
20181031T185106800,34.708516,39.749871,46.371261,6.228460,11.255400,1.265567e+02,NaN,NaN
20181031T185106900,34.483023,39.945434,46.371260,6.228457,11.145960,1.265567e+02,NaN,NaN
20181031T185107000,34.308489,40.236397,46.371260,6.228452,11.135880,1.265567e+02,NaN,NaN
20181031T185107100,34.093741,40.532648,46.371259,6.228448,11.218680,1.265567e+02,NaN,NaN
20181031T185107200,33.789817,40.661947,46.371257,6.228444,11.262960,1.276576e+02,NaN,NaN
20181031T185107300,33.511372,40.838947,46.371256,6.228441,11.421360,1.276576e+02,NaN,NaN
20181031T185107400,33.263918,40.979966,46.371254,6.228438,11.464920,1.276576e+02,NaN,NaN
20181031T185107500,32.959329,41.134878,46.371252,6.228434,11.554560,1.276576e+02,NaN,NaN
20181031T185107600,32.632114,41.260858,46.371250,6.228431,11.633040,1.276576e+02,NaN,NaN
20181031T185107700,32.313456,41.443145,46.371249,6.228427,11.737800,1.276576e+02,NaN,NaN
20181031T185107800,32.011720,41.616827,46.371247,6.228423,11.820960,1.276576e+02,NaN,NaN
20181031T185107900,31.668912,41.700188,46.371244,6.228420,11.970720,1.276576e+02,NaN,NaN
20181031T185108000,31.328293,41.827931,46.371242,6.228416,12.093480,1.286202e+02,NaN,NaN
20181031T185108100,31.018664,41.919693,46.371240,6.228413,12.022920,1.286202e+02,NaN,NaN
20181031T185108200,30.622239,42.010104,46.371237,6.228410,12.068280,1.286202e+02,NaN,NaN
20181031T185108300,30.264698,42.146454,46.371235,6.228406,12.152520,1.286202e+02,NaN,NaN
20181031T185108400,29.899457,42.322103,46.371233,6.228402,12.383280,1.286202e+02,NaN,NaN
20181031T185108500,29.543439,42.528447,46.371231,6.228398,12.558240,1.286202e+02,NaN,NaN
20181031T185108600,29.197114,42.618653,46.371228,6.228395,12.697560,1.286202e+02,NaN,NaN
20181031T185108700,28.823316,42.737996,46.371226,6.228391,12.864960,1.286202e+02,NaN,NaN
20181031T185108800,28.440960,42.801032,46.371223,6.228388,13.018680,1.295352e+02,NaN,NaN
20181031T185108900,28.093971,42.916850,46.371221,6.228385,13.119840,1.295352e+02,NaN,NaN
20181031T185109000,27.713138,43.049881,46.371218,6.228381,13.288320,1.295352e+02,NaN,NaN
20181031T185109100,27.349227,43.174306,46.371216,6.228377,13.491360,1.295352e+02,NaN,NaN
20181031T185109200,26.998720,43.296968,46.371214,6.228374,13.561920,1.295352e+02,NaN,NaN
20181031T185109300,26.601631,43.412992,46.371211,6.228370,13.699440,1.295352e+02,NaN,NaN
20181031T185109400,26.195512,43.619542,46.371209,6.228365,13.865760,1.295352e+02,NaN,NaN
20181031T185109500,25.807645,43.766261,46.371206,6.228361,13.997160,1.295352e+02,NaN,NaN
20181031T185109600,25.442404,43.941911,46.371204,6.228357,14.138280,1.295352e+02,NaN,NaN
20181031T185109700,25.056725,44.133011,46.371201,6.228352,14.302440,1.303678e+02,NaN,NaN
20181031T185109800,24.666392,44.503400,46.371200,6.228346,14.609880,1.303678e+02,NaN,NaN
20181031T185109900,24.342694,44.622537,46.371198,6.228343,14.740200,1.303678e+02,NaN,NaN
20181031T185110000,23.950645,44.801712,46.371195,6.228338,14.830920,1.303678e+02,NaN,NaN
20181031T185110100,23.602326,44.968756,46.371193,6.228334,14.918760,1.303678e+02,NaN,NaN
20181031T185110200,23.252484,45.065806,46.371191,6.228331,14.961600,1.303678e+02,NaN,NaN
20181031T185110300,23.021093,45.102612,46.371189,6.228329,14.636880,1.303678e+02,NaN,NaN
20181031T185110400,22.686178,45.267893,46.371187,6.228325,14.364360,1.303678e+02,NaN,NaN
20181031T185110500,22.461351,45.437844,46.371186,6.228322,13.961160,1.310387e+02,NaN,NaN
20181031T185110600,22.118543,45.521206,46.371184,6.228319,13.650480,1.310387e+02,NaN,NaN
20181031T185110700,21.829353,45.597519,46.371182,6.228316,13.238280,1.310387e+02,NaN,NaN
20181031T185110800,21.595110,45.615556,46.371180,6.228315,12.531960,1.310387e+02,NaN,NaN
20181031T185110900,21.348792,45.584130,46.371178,6.228314,11.946600,1.310387e+02,NaN,NaN
